ID,Adresse,Bilder,Features,From,Grundgriss,Grundstück,Haus/Wohnung,Kaltmiete,Kaufpreis,Lat,Lon,Miete/Kauf,PLZ,Stadt,Stadtteil,Titel,Wohnfläche,Zimmer,von privat,From_UUID
83399861,"Blasewitz, Dresden",9,[Balkon/Terrasse], Richert & Oertel Immobilien,True,,Wohnung,887 €,,,,Miete,01309,Dresden,Blasewitz,www.r-o.de +++ Wohnen nahe dem Blauen Wunder - Geräumige 4-Zimmerwohnung mit Balkon,"103,5 m²",4,False,3f14d953-bd5c-39dc-b3b6-a782e6ac18d5
83399864,"Blasewitz, Dresden",11,[Balkon/Terrasse], Richert & Oertel Immobilien,True,,Wohnung,915 €,,,,Miete,01309,Dresden,Blasewitz,www.r-o.de +++ Zentral am Schillerplatz und trotzdem der Natur so nah,"101,5 m²",4,False,3f14d953-bd5c-39dc-b3b6-a782e6ac18d5
83403048,"Innere Altstadt, Dresden",8,[], Frau Großer,False,,Wohnung,300 €,,,,Miete,01156,Dresden,Innere Altstadt,2-Zimmer-Wohnung in Cossebaude,52 m²,2,False,6811454f-6d7f-3b91-bdf2-724aec6c87e9
83404905,"Dölzschener Str. 19, Löbtau-Süd, Dresden",4,[],Frau Antje Rotzsch,False,,Wohnung,390 €,,51.03579,13.69746,Miete,01159,Dresden,Löbtau-Süd,Helle Dachgeschosswohnung,65 m²,2,True,9d40161f-6991-398c-a9b9-f5eee7dc67b2
83405186,"Weißig, Dresden",8,[],Herr Andreas D. Klang,False,,Wohnung,,25.000 €,,,Kauf,01328,Dresden,Weißig,HUK-DD.DE ***Jetzt Kaufen*** Super Anlage - ,"33,3 m²",2,False,1f4743c1-145e-3a51-b21b-7fc01938cd61
83405190,"Löbtau-Süd, Dresden",11,[],Frau Corinna A. Hagen,False,,Wohnung,568 €,,,,Miete,01159,Dresden,Löbtau-Süd,HUK-DD.DE ***Jetzt Mieten*** 3 ZImmer - hell und geräumig,"75,7 m²",3,False,71a2ad02-2ffb-3ec6-b405-3c13f23d694e
83405204,"Löbtau-Süd, Dresden",10,[],Frau Corinna A. Hagen,False,,Wohnung,512 €,,,,Miete,01159,Dresden,Löbtau-Süd,HUK-DD.DE ***Jetzt Mieten*** 2 ZImmer - hell und freundlich,"73,14 m²",2,False,71a2ad02-2ffb-3ec6-b405-3c13f23d694e
83405207,"Löbtau-Süd, Dresden",11,[],Frau Corinna A. Hagen,False,,Wohnung,394 €,,,,Miete,01159,Dresden,Löbtau-Süd,HUK-DD.DE ***Jetzt Mieten*** Atelier &  Loft,"78,72 m²",1,False,71a2ad02-2ffb-3ec6-b405-3c13f23d694e
83405218,"Löbtau-Süd, Dresden",9,[],Frau Corinna A. Hagen,False,,Wohnung,460 €,,,,Miete,01159,Dresden,Löbtau-Süd,HUK-DD.DE ***Jetzt Mieten*** 2 Zimmer - hell und freundlich.,"61,29 m²",2,False,71a2ad02-2ffb-3ec6-b405-3c13f23d694e
83405534,"Pieschen-Nord/Trachenberge, Dresden",9,[],Frau Corinna A. Hagen,False,,Wohnung,392 €,,,,Miete,01129,Dresden,Pieschen-Nord/Trachenberge,"HUK-DD.DE ***Jetzt Mieten*** 6 Zimmer Wohnung - zentral, hell und gemütlich.",56 m²,2,False,71a2ad02-2ffb-3ec6-b405-3c13f23d694e
83405553,"Löbtau-Nord, Dresden",10,[Balkon/Terrasse],Herr Andreas D. Klang,False,,Wohnung,455 €,,,,Miete,01159,Dresden,Löbtau-Nord,HUK-DD.DE ***Jetzt Mieten*** 2 Zimmer - hell und freundlich,"60,57 m²",2,False,1f4743c1-145e-3a51-b21b-7fc01938cd61
83411292,"Löbtau-Nord, Dresden",9,[],Frau Corinna A. Hagen,False,,Wohnung,371 €,,,,Miete,01159,Dresden,Löbtau-Nord,HUK-DD.DE ***Jetzt Mieten*** 2 Zimmer - hell und freundlich,"52,88 m²",2,False,71a2ad02-2ffb-3ec6-b405-3c13f23d694e
83411294,"Löbtau-Nord, Dresden",9,[],Frau Corinna A. Hagen,False,,Wohnung,402 €,,,,Miete,01159,Dresden,Löbtau-Nord,HUK-DD.DE ***Jetzt Mieten*** 2 Zimmer - hell und freundlich,"52,47 m²",2,False,71a2ad02-2ffb-3ec6-b405-3c13f23d694e
83411295,"Löbtau-Nord, Dresden",9,[],Frau Corinna A. Hagen,False,,Wohnung,340 €,,,,Miete,01159,Dresden,Löbtau-Nord,HUK-DD.DE ***Jetzt Mieten*** 2 Zimmer - hell und freundlich,"48,54 m²",2,False,71a2ad02-2ffb-3ec6-b405-3c13f23d694e
83411299,"Löbtau-Nord, Dresden",9,[],Frau Corinna A. Hagen,False,,Wohnung,"349,50 €",,,,Miete,01159,Dresden,Löbtau-Nord,HUK-DD.DE ***Jetzt Mieten*** 2 Zimmer - hell und freundlich,"53,77 m²",2,False,71a2ad02-2ffb-3ec6-b405-3c13f23d694e
83411421,"Naußlitz, Dresden",9,[],Frau Corinna A. Hagen,False,,Wohnung,541 €,,,,Miete,01159,Dresden,Naußlitz,HUK-DD.DE ***Jetzt Mieten*** 3 Zimmer - hell und gemütlich.,"77,3 m²",3,False,71a2ad02-2ffb-3ec6-b405-3c13f23d694e
83411423,"Naußlitz, Dresden",9,[],Frau Corinna A. Hagen,False,,Wohnung,469 €,,,,Miete,01159,Dresden,Naußlitz,HUK-DD.DE ***Jetzt Mieten*** 2 1/2 Zimmer - hell und freundlich,67 m²,2,False,71a2ad02-2ffb-3ec6-b405-3c13f23d694e
83411426,"Naußlitz, Dresden",9,[],Frau Corinna A. Hagen,False,,Wohnung,366 €,,,,Miete,01159,Dresden,Naußlitz,HUK-DD.DE ***Jetzt Mieten*** 2 Zimmer - hell und gemütlich. ,"52,24 m²",2,False,71a2ad02-2ffb-3ec6-b405-3c13f23d694e
83411428,"Naußlitz, Dresden",9,[],Frau Corinna A. Hagen,False,,Wohnung,437 €,,,,Miete,01159,Dresden,Naußlitz,HUK-DD.DE ***Jetzt Mieten*** 2 Zimmer - hell und gemütlich. ,"62,44 m²",2,False,71a2ad02-2ffb-3ec6-b405-3c13f23d694e
83411678,"Naußlitz, Dresden",10,[],Frau Corinna A. Hagen,False,,Wohnung,413 €,,,,Miete,01159,Dresden,Naußlitz,HUK-DD.DE ***Jetzt Mieten*** 2 Zimmer mit Garten - hell und gemütlich.,"58,97 m²",2,False,71a2ad02-2ffb-3ec6-b405-3c13f23d694e
83411680,"Löbtau-Nord, Dresden",10,[],Frau Corinna A. Hagen,False,,Wohnung,340 €,,,,Miete,01159,Dresden,Löbtau-Nord,HUK-DD.DE ***Jetzt Mieten*** 2 Zimmer - hell und gemütlich.,"48,47 m²",2,False,71a2ad02-2ffb-3ec6-b405-3c13f23d694e
83412135,"Friedrichstadt, Dresden",11,"[Provisionsfrei*, Balkon/Terrasse, Garten]",Herr Gerlach,True,,Wohnung,,280.500 €,,,Kauf,01067,Dresden,Friedrichstadt,Moderne Eigentumswohnung in Citylage,110 m²,4,True,a6a4c27a-d213-3192-8f2b-1578d274134b
83412180,"Kopernikusstr. 13, Trachau, Dresden",12,"[Balkon/Terrasse, Einbauküche]",Herr Nils Dittmann,True,,Wohnung,"520,80 €",,51.09028,13.71611,Miete,01129,Dresden,Trachau,Geräumig und viel Platz für die Familie,84 m²,3,False,cf48a254-816a-35c5-b28b-dce608338369
83413189,"Striesen-Ost, Dresden",3,[Balkon/Terrasse],Herr Abolmaali,True,,Wohnung,652 €,,,,Miete,01277,Dresden,Striesen-Ost,"3-Zimmer-Wohnung, Dresden-Striesen","81,5 m²",3,True,37e61fce-3bf8-3e47-86c2-b0a45fcf7d8d
83413313,"Loschwitzer Str. 38 VH, Blasewitz, Dresden",10,[Einbauküche],Herr Nils Dittmann,False,,Wohnung,"430,61 €",,51.05262,13.79929,Miete,01309,Dresden,Blasewitz,Möbliert mit gehobener Ausstattung,"67,6 m²",2,False,cf48a254-816a-35c5-b28b-dce608338369
83413608,"Gustav-Hartmann-Straße 8, Laubegast, Dresden",4,[Balkon/Terrasse],Frau Friedrich,True,,Wohnung,490 €,,51.02109,13.83769,Miete,01279,Dresden,Laubegast,3-Raum Wohnung in schöner Wohnlage in Laubegast,"75,6 m²",3,True,11e18b4b-522b-321f-a6e6-713ebc52d93d
83418263,"Österreicher Straße 47, Laubegast, Dresden",14,"[Balkon/Terrasse, Einbauküche]",Herr Jens Vater,True,,Wohnung,450 €,,51.02483,13.83779,Miete,01279,Dresden,Laubegast,2-Zimmer-Maisonette-Wohnung in DD-Laubegast,61 m²,2,True,6c2f5d5f-5490-3e63-9eeb-3a24b3e7831a
83420408,"Quohrener Str. 31, Bühlau/Weißer Hirsch, Dresden",17,[],Herr Wildner,True,67 m²,Haus,1.140 €,,51.05835,13.85945,Miete,01324,Dresden,Bühlau/Weißer Hirsch,Reihenhaus in schöner Hofanlage,135 m²,"4,5",True,d5ace5cf-3ce7-364b-b780-4af0db336265
83420689,"Wilhelm-Busch-Str. 4, Leubnitz-Neuostra, Dresden",18,[Garten],Herr Jean Winkler,False,,Wohnung,400 €,,51.01823,13.75936,Miete,01227,Dresden,Leubnitz-Neuostra,"Helle, praktische 2 Zimmer - Mansarden - Wohnung mit Wohnküche und Gartennutzung",64 m²,2,False,e90e15fc-40f0-3f5a-8f2b-2fed53d342cc
83420794,"Mickten, Dresden",6,[],Frau Angelika Barie-Dachs,True,,Wohnung,"437,50 €",,,,Miete,01139,Dresden,Mickten,Sonnige 2 Zimmer Wohnung in Dresden-Trachau!,"65,3 m²",2,False,158983a6-e15f-3e8f-b1ec-dd5a746e9006
83421686,"Bühlau/Weißer Hirsch, Dresden",16,[Garten],Frau Katharina Fieber,True,,Wohnung,,480.000 €,,,Kauf,01324,Dresden,Bühlau/Weißer Hirsch,TOP: Stadtvilla im Grünen - großzügige und moderne ETW mit Blick über Dresden,"135,45 m²",4,False,e62a1ef2-ebed-311a-a257-7efd53ce7d24
83421828,"Bühlau/Weißer Hirsch, Dresden",16,[Garten],Frau Katharina Fieber,True,,Wohnung,,490.000 €,,,Kauf,01324,Dresden,Bühlau/Weißer Hirsch,++Exklusive Stadtvilla im Grünen - großzügige und elegante 5- Raum ETW in bester Lage++,"138,74 m²",5,False,e62a1ef2-ebed-311a-a257-7efd53ce7d24
83421944,"Cotta, Dresden",11,[Garten],Frau Katharina Fieber,True,,Wohnung,,69.000 €,,,Kauf,01157,Dresden,Cotta,"+++TOP- Renditeträchtige sonnige 2,5-Raum-ETW mit Weitblick sucht Sie!?+++","52,6 m²","2,5",False,e62a1ef2-ebed-311a-a257-7efd53ce7d24
83422942,"Seidnitzer Weg 3, Reick, Dresden",16,[Balkon/Terrasse], Frank Rostowski,False,,Wohnung,,73.000 €,51.01317,13.79871,Kauf,01237,Dresden,Reick,Interessante Grundrissvariante! Alle Bilder unter www.ImmobilienTiger.de,"69,72 m²",2,False,60ff10c0-8da1-33de-8561-987fa6ae8123
83423785,"Äußere Neustadt (Antonstadt), Dresden",15,"[Balkon/Terrasse, Einbauküche, Garten]", Immobilienservice Uwe Leithold,True,,Wohnung,750 €,,,,Miete,01099,Dresden,Äußere Neustadt (Antonstadt),EIN TRAUM FÜR INDIVIDUALISTEN - EXTRAVAGANTES STUDIO UNTER`M DACH - MIT SONNIGER DACHTERRASSE!,105 m²,1,False,0a10a4b5-cc5e-33de-a291-0ae091fcbed6
83424685,"Johannstadt-Nord, Dresden",8,[],Frau Angelika Barie-Dachs,True,,Wohnung,"312,50 €",,,,Miete,01307,Dresden,Johannstadt-Nord,Wunderschönes Apartment an den Elbauen in Dresden Johannstadt! GROßE SEPARATE KÜCHE!,"43,4 m²",1,False,158983a6-e15f-3e8f-b1ec-dd5a746e9006
83424842,"Barbarastr. 46, Pieschen-Nord/Trachenberge, Dresden",9,[Garten],Frau Daniela Fuchs,True,,Wohnung,387 €,,51.08476,13.72602,Miete,01129,Dresden,Pieschen-Nord/Trachenberge,Helle 2-Zi.-Wohnung mit Gartennutzung in Pieschen-Nord,"64,53 m²",2,False,61c8ec03-3c7a-33a6-9e63-728fde1a6e84
83425807,"Strehlen, Dresden",5,[Garten], DIMAG Vermietungsgesellschaft,True,,Wohnung,330 €,,,,Miete,01219,Dresden,Strehlen,Reick: Loggia + Wohnküche + Wanne,55 m²,2,False,86c8f8a8-509f-3536-8ce8-06838e9e334b
83425965,"Eibauer Straße 8, Bühlau/Weißer Hirsch, Dresden",12,"[Balkon/Terrasse, Garten]",Frau Josefine  Müller,True,,Wohnung,950 €,,51.06166,13.83771,Miete,01324,Dresden,Bühlau/Weißer Hirsch,4-Zi-Etagenwhg. mit 10 m² Balkon & Kamin in der Hochpaterre!,"112,89 m²",4,False,8727c040-e848-33ba-a77c-d258386d4dcc
83426309,"Schrammsteinstraße 12, Gruna, Dresden",8,"[Balkon/Terrasse, Garten]",Herr Helmar  Braun,True,,Wohnung,731 €,,51.037,13.78818,Miete,01309,Dresden,Gruna,***Im Herzen von Striesen wohnen*** Nähe Großer Garten***,"107,5 m²",4,False,dc06334a-3172-378e-836b-ada0cd0963f7
83426929,"Maxim-Gorki-Str. 55, Pieschen-Nord/Trachenberge, Dresden",26,[Garten],Herr Enders,True,,Wohnung,440 €,,51.08897,13.73018,Miete,01129,Dresden,Pieschen-Nord/Trachenberge,Schöne 3 - Raum Etagenwohnung im liebevoll sanierten Altbau,62 m²,3,True,7e40d785-2d55-37f0-a28c-1cff3c3bc3b3
83427317,"Schrammsteinstraße 12, Gruna, Dresden",8,"[Balkon/Terrasse, Garten]",Herr Helmar  Braun,True,,Wohnung,495 €,,51.037,13.78818,Miete,01309,Dresden,Gruna,***Im Herzen von Striesen wohnen*** Nähe Großer Garten***,"65,1 m²",2,False,dc06334a-3172-378e-836b-ada0cd0963f7
83427351,"Löbtau-Süd, Dresden",8,"[Einbauküche, Garten]",Herr Christoph Käsemodel,True,,Wohnung,,56.000 €,,,Kauf,01159,Dresden,Löbtau-Süd,"Ideal für Singles, Studenten -  freie 2-Zimmer-ETW in Dresden-West","40,53 m²",2,False,cda08f67-a92e-3dae-997a-9747dbfaac85
83427422,"Bühlau/Weißer Hirsch, Dresden",8,[Balkon/Terrasse],Frau Angelika Barie-Dachs,True,,Wohnung,"620,50 €",,,,Miete,01324,Dresden,Bühlau/Weißer Hirsch,3 Zimmer Wohnung mit Balkon auf dem Weißen Hirsch in Dresden! ,73 m²,3,False,158983a6-e15f-3e8f-b1ec-dd5a746e9006
83427538,"Gönnsdorf/Pappritz, Dresden",30,[Provisionsfrei*],Herr Christian Fritze,True,399 m²,Haus,,430.000 €,,,Kauf,01328,Dresden,Gönnsdorf/Pappritz,"***Sie haben die Familie, wir haben das Haus für Sie!***","201,85 m²",7,False,cb9da3cb-a49d-3676-b21f-d87a6ef0e456
83428188,"Bautzner Straße 24, Innere Neustadt, Dresden",11,[],Frau Mandy Kellner,False,,Wohnung,281 €,,51.06273,13.75356,Miete,01099,Dresden,Innere Neustadt,*** Exklusive 1-Zimmerwohnung für Studenten***,21 m²,1,False,f13cfd05-18de-3542-9b60-941de31c416b
83428232,"Hainsbergweg 13, Löbtau-Süd, Dresden",4,[Balkon/Terrasse],Frau Beate Körper-Riem,True,,Wohnung,,89.000 €,51.03556,13.7035,Kauf,01159,Dresden,Löbtau-Süd,2 ZW - mit Balkon in Dredsden Löbtau Süd im 1. OG eines modernen 10 Familienwohnhauses,59 m²,2,False,94743d1e-e127-3122-b068-94408fdac923
83428275,"Bautzner Straße 24, Innere Neustadt, Dresden",11,[],Frau Mandy Kellner,False,,Wohnung,291 €,,51.06273,13.75356,Miete,01099,Dresden,Innere Neustadt,*** Exklusive 1-Zimmerwohnung für Studenten***,22 m²,1,False,f13cfd05-18de-3542-9b60-941de31c416b
83428293,"Gasanstaltstrasse 29, Seidnitz/Dobritz, Dresden",2,"[Balkon/Terrasse, Garten]",Herr K. Vogel,True,,Wohnung,350 €,,51.02465,13.78975,Miete,01237,Dresden,Seidnitz/Dobritz,2-Zimmerwohnung in der Nähe vom Panometer,54 m²,2,True,175466c0-9fa6-372f-a408-448b5ab4b8aa
83428304,"Bautzner Straße 24, Innere Neustadt, Dresden",11,[],Frau Mandy Kellner,False,,Wohnung,474 €,,51.06273,13.75356,Miete,01099,Dresden,Innere Neustadt,*** Exklusive 1-Zimmerwohnung für Studenten***,42 m²,1,False,f13cfd05-18de-3542-9b60-941de31c416b
83428828,"Loschwitz/Wachwitz, Dresden",21,"[Provisionsfrei*, Balkon/Terrasse]",Frau Angela Blauhut,True,,Wohnung,,219.600 €,,,Kauf,01326,Dresden,Loschwitz/Wachwitz,"Ein Wohnpark mit KRONE: Residieren im Denkmal ""KÖNIG ALBERT"" ","49,6 m²",2,False,086b1bb2-9395-3a14-afd7-b2dfd77d0b65
83429047,"Loschwitz/Wachwitz, Dresden",21,"[Provisionsfrei*, Balkon/Terrasse]",Frau Angela Blauhut,True,,Wohnung,,940.200 €,,,Kauf,01326,Dresden,Loschwitz/Wachwitz,"Ein Wohnpark mit KRONE: Residieren im Denkmal ""KÖNIG ALBERT"" ","211,4 m²",6,False,086b1bb2-9395-3a14-afd7-b2dfd77d0b65
83429214,"Loschwitz/Wachwitz, Dresden",21,"[Provisionsfrei*, Balkon/Terrasse]",Frau Angela Blauhut,True,,Wohnung,,485.100 €,,,Kauf,01326,Dresden,Loschwitz/Wachwitz,"Ein Wohnpark mit KRONE: Residieren im Denkmal ""KÖNIG ALBERT"" ","108,2 m²",3,False,086b1bb2-9395-3a14-afd7-b2dfd77d0b65
83429352,"Emerich-Ambros-Ufer 66, Friedrichstadt, Dresden",7,[], Thomas Hoppe,False,,Wohnung,"450,96 €",,51.05358,13.69493,Miete,01159,Dresden,Friedrichstadt,Schöne Wohnung: 3-Zimmer-Wohnung in zentraler Lage,"75,16 m²",3,False,637897f1-255c-3ef0-a508-22a836e35487
83429492,"Loschwitz/Wachwitz, Dresden",21,"[Provisionsfrei*, Balkon/Terrasse]",Frau Angela Blauhut,True,,Wohnung,,562.900 €,,,Kauf,01326,Dresden,Loschwitz/Wachwitz,"Ein Wohnpark mit KRONE: Residieren im Denkmal ""KÖNIG ALBERT"" ","123,7 m²",4,False,086b1bb2-9395-3a14-afd7-b2dfd77d0b65
83429572,"Sebnitzer Straße 10, Äußere Neustadt (Antonstadt), Dresden",1,[], Thomas Hoppe,False,,Wohnung,427 €,,51.06872,13.7559,Miete,01099,Dresden,Äußere Neustadt (Antonstadt),Ein tolles Wohngefühl: 2-Zimmer-Wohnung,61 m²,2,False,637897f1-255c-3ef0-a508-22a836e35487
83429684,"Theresienstraße 10, Innere Neustadt, Dresden",5,"[Balkon/Terrasse, Einbauküche]", Kontakt mit uns,False,,Wohnung,"551,35 €",,51.06269,13.74206,Miete,01097,Dresden,Innere Neustadt,großzügig im Jugendstil mit EBK und Balkon,"82,91 m²",2,False,454eb7c7-b1bd-3b96-aefa-973a13bba9ae
83430053,"Klotzsche, Dresden",9,[],Frau Katrin Hähle,True,1.900 m²,Haus,,330.000 €,,,Kauf,01109,Dresden,Klotzsche,Kleines Idyll in Klotzsche mit großem Grundstück,113 m²,4,False,03269460-a660-348e-8f91-01f8d6596cd2
83430763,"Bühlau/Weißer Hirsch, Dresden",12,"[Provisionsfrei*, Balkon/Terrasse]", freie immo - Andreas Wenzel,True,,Wohnung,,397.440 €,,,Kauf,01324,Dresden,Bühlau/Weißer Hirsch,Maisonettenwohnung mit dem Flair eines Penthouse,"124,2 m²",4,False,0543cebd-ab9c-3352-82cd-c4de1df087e8
83430836,"Manitiusstraße 8, Friedrichstadt, Dresden",13,[Balkon/Terrasse],Frau Kornelia Klügel,True,,Wohnung,350 €,,51.05699,13.71509,Miete,01067,Dresden,Friedrichstadt,City-Lage zentral und ruhig!,"54,5 m²",2,False,68c163b7-c017-31c8-aa68-f80250f17998
83430845,"Tharandter Straße 45A, Löbtau-Süd, Dresden",4,"[Balkon/Terrasse, Einbauküche]",Frau Kornelia Klügel,True,,Wohnung,160 €,,51.03602,13.70491,Miete,01159,Dresden,Löbtau-Süd,Zimmer in MännerWohngemeinschaft zu vermieten!,"25,86 m²",1,False,68c163b7-c017-31c8-aa68-f80250f17998
83430863,"Reisewitzer Straße 31a, Löbtau-Süd, Dresden",4,[Einbauküche], Kontakt mit uns,False,,Wohnung,"271,64 €",,51.04158,13.70149,Miete,01159,Dresden,Löbtau-Süd,"ruhiges HH mit BLK, Laminat & EBK mit Ablöse möglich...!!!!!!!!!!","41,79 m²",1,False,454eb7c7-b1bd-3b96-aefa-973a13bba9ae
83431250,"Heidenauer Str. 34, Niedersedlitz, Dresden",8,[Einbauküche],,False,,Wohnung,250 €,,50.9953,13.8308,Miete,01259,Dresden,Niedersedlitz,Schöne helle und sanierte Dachgeschosswohnung in Dresden Niedersedlitz zu vermieten,36 m²,1,True,NaN
83431317,"Rennplatzstraße 12, Seidnitz/Dobritz, Dresden",5,[Balkon/Terrasse], Kontakt mit uns,True,,Wohnung,"401,05 €",,51.0265,13.79922,Miete,01277,Dresden,Seidnitz/Dobritz,"Gepflegte Wohnlage! 2 Zimmer, Bad mit Wanne & Balkon","61,7 m²",2,False,454eb7c7-b1bd-3b96-aefa-973a13bba9ae
83431416,"Jacobistraße 10, Striesen-Ost, Dresden",15,"[Balkon/Terrasse, Einbauküche, Garten]",Herr Jan Resimius,True,,Wohnung,860 €,,51.04802,13.79489,Miete,01309,Dresden,Striesen-Ost,Traumhafte DG-Maisonettwohnung in Striesen mit 180Grad Dachterrasse ,96 m²,3,True,f470ab15-2fc3-30e3-8ea1-beca21143ac4
83431889,"Cotta, Dresden",8,[],Frau Angelika Barie-Dachs,True,,Wohnung,285 €,,,,Miete,01157,Dresden,Cotta,PERFEKTE  ERSTWOHNUNG  FÜR  JUNGE  LEUTE!,"40,27 m²",1,False,158983a6-e15f-3e8f-b1ec-dd5a746e9006
83432074,"Hepkestraße 157, Tolkewitz/Seidnitz-Nord, Dresden",7,"[Balkon/Terrasse, Garten]",Frau Ines Köhler,True,,Wohnung,420 €,,51.03199,13.80627,Miete,01277,Dresden,Tolkewitz/Seidnitz-Nord,Leben in den Seidnitzer Gärten – Hochwertige Denkmalschutz-Sanierung,59 m²,2,False,37c628ba-6c01-318a-b44a-ec15bf09418b
83432539,"Südvorstadt-West, Dresden",8,[Balkon/Terrasse],Frau Angelika Barie-Dachs,True,,Wohnung,845 €,,,,Miete,01187,Dresden,Südvorstadt-West,MAISONETTE- WOHNUNG  MIT  BALKON  UND  PHANTASTISCHEM  WEITBLICK!,"100,52 m²",3,False,158983a6-e15f-3e8f-b1ec-dd5a746e9006
83432623,"Schulze-Delitzsch-Straße 24, Tolkewitz/Seidnitz-Nord, Dresden",12,"[Balkon/Terrasse, Garten]", Kontakt mit uns,False,,Wohnung,245 €,,51.02902,13.8189,Miete,01279,Dresden,Tolkewitz/Seidnitz-Nord,"Separate Küche mit Fenster, Loggia, Bad mit Fenster & Wanne","37,59 m²",2,False,454eb7c7-b1bd-3b96-aefa-973a13bba9ae
83433005,"Rathener Str. 97, Großzschachwitz, Dresden",7,[Balkon/Terrasse],Frau Uta Schade,True,,Wohnung,"333,42 €",,51.00126,13.83505,Miete,01259,Dresden,Großzschachwitz,"saniert, preiswert, gut - einziehen+wohlfühlen","64,12 m²",3,False,148b0028-bdb6-3a6e-b8fe-37384243a8bf
83433087,"Hirschbacher Weg 8, Seidnitz/Dobritz, Dresden",6,[Balkon/Terrasse],Frau Uta Schade,True,,Wohnung,"337,72 €",,51.0302,13.79385,Miete,01277,Dresden,Seidnitz/Dobritz,sanierte Wohnung in angenehmer Lage - einziehen+wohlfühlen,"63,72 m²",3,False,148b0028-bdb6-3a6e-b8fe-37384243a8bf
83433226,"Großenhainer Str. 12, Leipziger Vorstadt, Dresden",9,[], Wohnen - Dresden,True,,Wohnung,705 €,,51.07056,13.73777,Miete,01097,Dresden,Leipziger Vorstadt,Wohnen im Grünen - mit der ganzen Familie,"90,99 m²",4,False,70193fdb-bb2d-3420-9fbe-7ec5be53162c
83433667,"Leubnitz-Neuostra, Dresden",9,"[Balkon/Terrasse, Einbauküche]", Team Verkauf und Vermietung,True,,Wohnung,590 €,,,,Miete,01239,Dresden,Leubnitz-Neuostra,46 m² Dachterrasse mit super Blick + Einbauküche + Lift!,"91,46 m²",2,False,02b6a8f0-edd7-37cb-a743-8759b57ea77f
83433725,"Laubegast, Dresden",10,"[Balkon/Terrasse, Garten]", Team Verkauf und Vermietung,True,,Wohnung,280 €,,,,Miete,01279,Dresden,Laubegast,Große 1-Zimmer-Wohnung mit Balkon in ruhiger Lage,"43,93 m²",1,False,02b6a8f0-edd7-37cb-a743-8759b57ea77f
83434250,"Ermischstr. 22, Wilsdruffer Vorstadt/Seevorstadt-West, Dresden",3,[], Vermietungszentrum,False,,Wohnung,"352,32 €",,51.05208,13.72522,Miete,01067,Dresden,Wilsdruffer Vorstadt/Seevorstadt-West,Ab Oktober - günstige 3-Raum-Wohnung Nähe Postplatz,"58,72 m²",3,False,2e3e8f1d-238d-3764-a508-c1d97ea92e65
83436309,"Elsasser Str. 19, Johannstadt-Nord, Dresden",4,[Balkon/Terrasse],Herr Nick Zöllner,True,,Wohnung,"473,98 €",,51.05528,13.76117,Miete,01307,Dresden,Johannstadt-Nord,Lichtdurchflutete Wohnung in Zentrumsnähe,"72,92 m²",4,False,05666c9b-fa45-3ed7-9f2f-f98863b571a7
83436317,"Holbeinstr. 34, Johannstadt-Süd, Dresden",4,[Balkon/Terrasse],Herr Thomas Goebel,True,,Wohnung,"370,11 €",,51.05026,13.76385,Miete,01307,Dresden,Johannstadt-Süd,Sechste Etage mit Südbalkon,"51,05 m²",2,False,a9d34585-dffa-3922-a6d8-ae12ae97f781
83437066,"Tharandter Str. -, Löbtau-Süd, Dresden",7,[Balkon/Terrasse], Hr. Dieter Nelb 0174-1831209 Hr. Dieter Nelb  0351-6557560,True,,Wohnung,275 €,,51.03958,13.70481,Miete,01159,Dresden,Löbtau-Süd,"1-Zimmer-Wohnung mit Balkon, Laminat und Wannenbad mit guter Anbindung zur Uni","39,26 m²",1,False,96ddbf0d-cc4f-3006-a50f-f121792b69b9
83437077,"Eschenstraße -, Äußere Neustadt (Antonstadt), Dresden",9,[], 0351-6557565,True,,Wohnung,699 €,,51.07013,13.74799,Miete,01097,Dresden,Äußere Neustadt (Antonstadt),Neustadt !  3-Zimmer-Maisonette-Wohnung mit Parkett !,100 m²,3,False,c208024c-ec7f-3fd3-a115-febd0664c4d9
83437082,"Frankenbergstraße -, Löbtau-Süd, Dresden",2,"[Balkon/Terrasse, Einbauküche]", 0351-6557565,True,,Wohnung,"425,56 €",,51.03639,13.69892,Miete,01159,Dresden,Löbtau-Süd,2 Zimmer-Wohnung mit EBK in Löbtau,"60,75 m²",2,False,c208024c-ec7f-3fd3-a115-febd0664c4d9
83437106,"Pieschen-Süd, Dresden",8,"[Einbauküche, Garten]", Ihr Vermietungsteam,True,,Wohnung,380 €,,,,Miete,01127,Dresden,Pieschen-Süd,"Besondere Wohnung mit Wohnküche, EBK, großes Bad und alle Zimmer mit Fenster!","51,2 m²",2,False,bc87f328-948a-3c7e-92ed-287310f7ea11
83437173,"Wilsdruffer Vorstadt/Seevorstadt-West, Dresden",5,"[Balkon/Terrasse, Einbauküche]", Frau Jutta Bürger,True,,Wohnung,550 €,,,,Miete,01067,Dresden,Wilsdruffer Vorstadt/Seevorstadt-West,"3,0-Zimmerwohnung mit Balkon!","75,92 m²",3,False,469a121c-b8ec-32d6-bb8a-0d5edba3de52
